title_normalized,title_original,tmdb_id,year,director,tmdb_genres,overview,country,nanogenres,themes,lb_url
climax,Climax,507076,2018,Gaspar Noé,Thriller|Drama|Horror,"When a dance troupe is lured to an empty school, a bowl of drug-laced sangria causes their jubilant rehearsal to descend into a dark and explosive nightmare as they try to survive the night—and find who's responsible—before it's too late.",FR,"Confused, Reality, Engaging|Friendship, Engaging, Party|Weird, Confused, Wild|Creepy, Twisted, Inventive|Dancing, Class, Sexy|Terror, Bizarre, Screaming|Shock, Disgusting, Nasty|Brutal, Bold, Authentic|Funny, Disgusting, Extreme|Insanity, Society, Chaos",school|high|year|old|girl,https://boxd.it/ikvo
the wild robot,The Wild Robot,1184918,2024,Chris Sanders,Family|Animation|Science Fiction|Adventure,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",US,"Tear-Jerker, Beloved, Loyalty|Heartfelt, Imaginative, Magic|Cry, Lesson, Feel-Good|Cry, Family, Environment|Cry, Uplifting, Overcome|Cliche, Captivating, Profound|Emotion, Breathtaking, Compelling|Animation, Adorable, Animals|Tear-Jerker, Child, Moral|Cartoon, Magic, Colorful",earth|planet|world|space|new,https://boxd.it/IWFy
lost highway,Lost Highway,638,1997,David Lynch,Drama|Thriller|Mystery,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgängers, and an impossible transformation inside a prison cell.",FR,"Weird, Disturbing, Intriguing|Bizarre, Complex, Confused|Terrifying, Evil, Menacing|Killing, Sexual, Naked|Spooky, Disturbing, Bizarre|Eerie, Bizarre, Madness|Violence, Gangster, Stylish|Emotional, Marriage, Desire|Reality, Dream, Symbolism|Powerful, Journey, Desire",film|life|music|documentary|album,https://boxd.it/29Wc
neon genesis evangelion: the end of evangelion,Neon Genesis Evangelion: The End of Evangelion,18491,1997,Hideaki Anno|Kazuya Tsurumaki,Animation|Science Fiction|Drama|Fantasy,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.",JP,"Emotional, Confused, Confusion|Tear-Jerker, Suffering, Fate|Tear-Jerker, Profound, Beauty|Weird, Symbolism, Twisted|Killing, Imaginative, Confused|Death, Darkness, Grim|Weird, Confusing, Confusion|Cool, Popular, Adolescents|Fighting, Sci-Fi, Destruction|Relationships, Surreal, Depressed",king|dragon|world|war|prince,https://boxd.it/1GRM
evangelion: 1.0 you are (not) alone,Evangelion: 1.0 You Are (Not) Alone,15137,2007,Kazuya Tsurumaki|Masayuki|Hideaki Anno,Animation|Science Fiction|Action|Drama,"After the Second Impact, Tokyo-3 is being attacked by giant monsters called Angels that seek to eradicate humankind. The child Shinji’s objective is to fight the Angels by piloting one of the mysterious Evangelion mecha units. A remake of the first six episodes of GAINAX’s famous 1996 anime series. The film was retitled “Evangelion: 1.01” for its DVD release and “Evangelion: 1.11” for a release with additional scenes.",JP,"Action, Epic, Emotion|Fighting, Epic, Military|Monster, Destruction, Earth|Hero, Future, Vision|Space, Technology, Vision|Cartoon, Humans, Storytelling|Cool, Excitement, Gripping|Swords, Mythology, Fantasy|Fighting, Guns, Violence|Emotion, Humanity, Complexity",king|dragon|world|war|prince,https://boxd.it/1MKi
evangelion: 2.0 you can (not) advance,Evangelion: 2.0 You Can (Not) Advance,22843,2009,Masayuki|Kazuya Tsurumaki|Hideaki Anno,Animation|Science Fiction|Action|Drama,"Under constant attack by monstrous creatures called Angels that seek to eradicate humankind, U.N. Special Agency NERV introduces two new EVA pilots to help defend the city of Tokyo-3: the mysterious Makinami Mari Illustrous and the intense Asuka Langley Shikinami. Meanwhile, Gendo Ikari and SEELE proceed with a secret project that involves both Rei and Shinji.",JP,"Action, Epic, Emotion|Fighting, Cool, Killing|Exciting, Storytelling, Technology|Villain, Bloody, Enemies|Villain, Predictable, Cool|Predictable, Wins, Gorgeous|Violence, Dark, Death|Killing, Imaginative, Skeptical|Cartoon, Humans, Storytelling|Explosives, Enemies, Excitement",king|dragon|world|war|prince,https://boxd.it/1zYm
the order,The Order,675,2007,David Yates,Adventure|Fantasy,"Returning for his fifth year at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of motivated students to defend themselves against the Dark Arts.",GB,"Criminal, Bank, Realism|Agent, Investigate, Federal|Cops, Shootings, Gritty|Murder, Tense, Gruesome|Gangster, Agent, Enforcement|Brutal, Officer, Law|Villain, Action-Packed, Twist|Murder, Evil, Menacing|Blood, Action-Packed, Brutal|Killing, Hero, Exciting",christmas|santa|harry|charlie|muppets,https://boxd.it/EVrs
evangelion: 3.0 you can (not) redo,Evangelion: 3.0 You Can (Not) Redo,75629,2012,Hideaki Anno|Kazuya Tsurumaki|Mahiro Maeda|Masayuki,Animation|Science Fiction|Action|Drama,"Fourteen years after Third Impact, Shinji Ikari awakens to a world he does not remember. He hasn't aged. Much of Earth is laid in ruins, NERV has been dismantled, and people who he once protected have turned against him. Befriending the enigmatic Kaworu Nagisa, Shinji continues the fight against the angels and realizes the fighting is far from over, even when it could be against his former allies. The characters' struggles continue amidst the battles against the angels and each other, spiraling down to what could inevitably be the end of the world.",JP,"Space, Future, Technology|Fighting, Evil, Exciting|Confusing, Thought-Provoking, Revelation|Action, Future, Planet|Future, Thought-Provoking, Philosophical|Hero, Future, Vision|Earth, Technology, Philosophical|Exciting, Storytelling, Technology|Death, Fighting, Cool|Tear-Jerker, Storytelling, Complicated",king|dragon|world|war|prince,https://boxd.it/2BwG
a brighter summer day,A Brighter Summer Day,15804,1991,Edward Yang,Crime|Drama|Romance,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",TW,"Dark, Storytelling, Doomed|Humor, Families, Childhood|Humor, Adolescents, Class|Emotional, Sympathy, Reality|China, Japan, Shock|Feelings, Profound, Confusion|Emotional, Troubled, Storytelling|Heartfelt, Teenager, Pressure|Feelings, Teenager, Youth|Powerful, Complexity, Intrigue",school|high|year|old|girl,https://boxd.it/1Luy
evangelion: 3.0+1.0 thrice upon a time,Evangelion: 3.0+1.0 Thrice Upon a Time,283566,2021,Katsuichi Nakayama|Kazuya Tsurumaki|Mahiro Maeda|Hideaki Anno,Animation|Action|Science Fiction|Drama,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",JP,"Action, Epic, Emotion|Cry, Cute, Smile|Cry, Pleasant, Loving|Emotional, Confused, Confusion|Cute, Laugh-Out-Loud, Moral|Weird, Dream, Journey|Emotional, Troubled, Storytelling|Action, Fantasy, Storytelling|Humanity, Suffering, Compassion|Emotion, Reality, Beauty",king|dragon|world|war|prince,https://boxd.it/8LnQ
state of siege,State of Siege,91487,1972,Costa-Gavras,Thriller|Drama,"Assigned to South America, US official Philip Michael Santore is employed by a counterinsurgency agency. His position makes him a target for a local band of guerrillas, and, before long, Santore is kidnapped. As a prisoner, he undergoes interrogation, shedding light on the violent situation in the country. Once the insurgents are done with their questioning, they must decide whether Santore lives or dies.",FR,"Political, Fascinating, Riveting|Terrorism, Government, Cia|War, Democracy, America|Officer, Democracy, Riveting|Brutal, Officer, Law|Politician, Military, Nation|Assassin, Thriller, Intelligent|Investigate, Law, Evidence|Army, Russia, Government|Chilling, Fear, Extreme",war|world|french|german|army,https://boxd.it/3dao
the seventh continent,The Seventh Continent,32761,1989,Michael Haneke,Drama,"Chronicles three years of a middle-class family seemingly caught up in their daily routines, troubled only by minor incidents. Behind their apparent calm and repetitive existence, however, they're planning something much more sinister.",AT,"Disturbing, Bleak, Confusion|Shock, Depressing, Disturbed|Feelings, Tragic, Depressed|Powerful, Disturbing, Anger|Compelling, Bleak, Isolation|Emotional, Suffering, Depressed|Disturbing, Suffering, Harrowing|Drama, Dysfunctional, Marriage|Tear-Jerker, Families, Child|Emotional, Families, Class",family|mother|son|home|woman,https://boxd.it/1gB4
mishima: a life in four chapters,Mishima: A Life in Four Chapters,27064,1985,Paul Schrader,Drama,"A fictional account of the life of Japanese author Yukio Mishima, combining dramatizations of three of his novels and a depiction of the events of November 25th, 1970.",JP,"Military, Japan, Imperial|Feelings, Tragic, Sympathy|Feelings, Lonely, Depressing|Relationships, Tragic, Fascinating|Soldiers, Historical, Glory|Japan, Culture, Society|Feelings, Disturbing, School|Epic, Honor, Warrior|Genius, Artists, Fascinating|Emotional, Intense, Captivating",vampire|life|young|dracula|tokyo,https://boxd.it/1sBA
the grand budapest hotel,The Grand Budapest Hotel,120467,2014,Wes Anderson,Comedy|Drama,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",US,"Jokes, Delightful, Smile|Gag, Romance, Smile|Chuckles, Charm, Wit|Humorous, Quirky, Wacky|Humor, Weird, Outrageous|Gag, Crazy, Genius|Witty, Cute, Quirky|Humor, Imaginative, Colorful|Wit, Evil, Magic|Funny, Charm, Quirky",film|life|music|documentary|album,https://boxd.it/3ZqO
perfect blue,Perfect Blue,10494,1998,Satoshi Kon,Animation|Thriller,"Rising pop star Mima quits singing to pursue a career as an actress. After she takes up a role on a popular detective show, her handlers and collaborators begin turning up murdered. Harboring feelings of guilt and haunted by visions of her former self, Mima's reality and fantasy meld into a frenzied paranoia.",JP,"Terrifying, Thriller, Creep|Frighten, Twist, Mysterious|Weird, Disturbing, Intriguing|Shock, Psychological, Sympathy|Terrifying, Killer, Disturbed|Weird, Confused, Confusion|Twist, Psychopath, Madness|Scary, Disturbing, Bizarre|Weird, Dream, Fantasy|Weird, Symbolism, Twisted",france|young|french|life|spain,https://boxd.it/1W7A
the conversation,The Conversation,592,1974,Francis Ford Coppola,Crime|Drama|Mystery,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",US,"Drama, Intelligent, Thoughtful|Tense, Mysterious, Intriguing|Victim, Thriller, Dark|Suspense, Psychological, Haunted|Suspense, Conspiracy, Intrigue|Creepy, Disturbed, Investigate|Thriller, Frighten, Climax|Thrills, Mysterious, Fear|Thriller, Subtlety, Complexity|Twist, Car, Mysterious",murder|man|case|killer|detective,https://boxd.it/2a38
one last deal,One Last Deal,478502,2019,Klaus Härö,Drama,"Olavi, an aged and shabby art dealer, is planning to retire. Accidentally he finds an old painting that he suspects being much more valuable than his colleagues have priced it. He decides to try to prove for the last time for himself, his colleagues and his estranged family that he can make it.",FI,,agent|bond|fbi|mission|james,https://boxd.it/hbyG
babygirl,Babygirl,1097549,2024,Halina Reijn,Romance|Thriller,A high-powered CEO puts her career and family on the line when she begins a torrid affair with her much younger intern.,US,"Sex, Sensual, Lust|Emotion, Sexual, Passionate|Relationships, Erotic, Desire|Erotic, Fascinating, Raw|Feelings, Naive, Sophisticated|Sexual, Disturbing, Sensitive|Chemistry, Sexual, Gorgeous|Heartfelt, Romance, Sexy|Disturbing, Cruel, Vulnerable|Feelings, Sex, Thoughtful",friends|love|couple|woman|young,https://boxd.it/Fvai
the childhood of a leader,The Childhood of a Leader,330982,2016,Brady Corbet,Drama,The chilling story of a young American boy living in France in 1918 whose father is working for the US government on the creation of the Treaty of Versailles. What he witnesses helps to mold his beliefs – and we witness the birth of a terrifying ego.,BE,"Drama, Complexity, Revelation|Creepy, Death, Screaming|Victim, Death, Intense|Frighten, Disturbed, Sympathy|Relationships, Child, Tragic|Emotional, Mystery, Compelling|Relationships, Cry, Family|Dark, Cruel, Bold|Killing, Intense, Sympathy|Emotional, Anger, Sympathy",vampire|life|young|dracula|tokyo,https://boxd.it/aRce
three colours: blue,Three Colours: Blue,108,1993,Krzysztof Kieślowski,Drama,"The wife of a famous composer survives a car accident that kills her husband and daughter. Now alone, she shakes off her old identity and explores her newfound freedom but finds that she is unbreakably bound to other humans, including her husband’s mistress, whose existence she never suspected.",FR,"Emotional, Poetic, Thoughtful|Feelings, Compelling, Intriguing|Powerful, Religion, Thoughtful|Feelings, Desire, Profound|Emotional, Suffering, Depressed|Heartfelt, Thoughtful, Lonely|Powerful, Sympathy, Anger|Tear-Jerker, Sensitive, Thoughtful|Drama, Complexity, Revelation|Feelings, Suffering, Sentimental",woman|love|story|film|life,https://boxd.it/2b7K
three colours: white,Three Colours: White,109,1994,Krzysztof Kieślowski,Comedy|Drama|Mystery,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikołaj to smuggle him back to their homeland.",FR,"Twist, Intriguing, Confusion|Powerful, Fate, Destiny|Witty, Thought-Provoking, Moral|Weird, Dream, Journey|Emotional, Fate, Europe|Relationships, Wedding, Couples|Relationships, Europe, Lonely|Feelings, Thoughtful, Happiness|Sex, Sensual, Lust|Heartfelt, Beauty, Desire",love|life|relationship|new|family,https://boxd.it/2b7A
